개방자치단체코드,관리번호,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
3150000,3150000-102-1979-00762,19790602,,,,,226046027,89.84,157918,서울특별시 강서구 화곡동 1006-3 (지하 1층),"서울특별시 강서구 강서로 245, 지하 1층 (화곡동, 3동)",7705,오렌지 노래바,룸살롱,185438.3413,449492.2301
3200000,3200000-102-2000-07734,20001011,,,,,02 8562262,95.34,151875,서울특별시 관악구 신림동 529-7,서울특별시 관악구 난곡로66길 7 (신림동),8761,W 노래빠,스텐드바,192393.6633,442281.9644
3010000,3010000-102-1975-02569,19750831,,,,,200000000,83.67,100861,서울특별시 중구 충무로2가 50-3 1~2층,서울특별시 중구 삼일대로4길 17 (충무로2가),4553,동경비지니스,비어(바)살롱,199055.7048,451096.008
3220000,3220000-102-2022-00001,2022-04-15,,,,,,539.29,135-887,서울특별시 강남구 신사동 502-11 영일빌딩,"서울특별시 강남구 강남대로 620, 영일빌딩 지1층 (신사동)",6035,플렉스,룸살롱,201684.7048,446105.859
3080000,3080000-102-2020-00002,20201021,,,,,,69.58,142878,서울특별시 강북구 수유동 229-2 덕인빌딩 ,"서울특별시 강북구 도봉로87길 3, 덕인빌딩 2층 201호 (수유동)",1073,나인 노래주점,룸살롱,202151.4143,459525.9161
3150000,3150000-102-2000-08712,20000619,,,,,02  20659998,66.71,157916,서울특별시 강서구 화곡동 1105-5 (지하 1층),"서울특별시 강서구 화곡로 313, 지하 1층 (화곡동, 6동)",7686,情(정),룸살롱,186651.0259,450017.8325
3230000,3230000-102-2022-00001,20220621,,,,,,140.71,138827,서울특별시 송파구 방이동 34-9 B1호,서울특별시 송파구 올림픽로32길 14 (방이동),5542,Ace뮤직타운,기타,209568.2889,445854.4281
3150000,3150000-102-2022-00004,20220404,,,,,,81.69,157909,서울특별시 강서구 화곡동 901-15 시온빌딩 지하1층,"서울특별시 강서구 강서로7길 35, 시온빌딩 지하1층 (화곡동)",7777,로마노래바,룸살롱,186301.6878,447468.616
3150000,3150000-102-2022-00005,20220413,,,,,,58.62,157909,서울특별시 강서구 화곡동 901-15 시온빌딩 501호,"서울특별시 강서구 강서로7길 35, 시온빌딩 5층 501호 (화곡동)",7777,힐링노래바,룸살롱,186301.6878,447468.616
3200000,3200000-102-2022-00002,20220414,,,,,,95.48,151892,서울특별시 관악구 신림동 1431-18,"서울특별시 관악구 신림동1길 25-6, 지하1층 (신림동)",8760,시크릿,룸살롱,193636.1675,442688.2295
3020000,3020000-102-2016-00001,20161026,,,,,,985.05,140893,서울특별시 용산구 한남동 737-25 지하1층,"서울특별시 용산구 이태원로 221, 지하1층 (한남동, 임피리얼팰리스 부티크호텔)",4349,메이드,관광호텔나이트(디스코),199774.4717,448110.5665
3220000,3220000-102-2015-00008,20151214,,,,,,508.76,135832,서울특별시 강남구 논현동 248-7 지하1층,"서울특별시 강남구 언주로 640, 지하1층 (논현동)",6098,퓨처스,고고(디스코)클럽,203102.075,445751.652
3200000,3200000-102-2022-00003,20220621,,,,,,66.02,151930,서울특별시 관악구 신림동 1640-29 제일빌딩,"서울특별시 관악구 남부순환로176길 9, 제일빌딩 2층 (신림동)",8776,아쿠아,룸살롱,193611.4408,442378.0401
3200000,3200000-102-2022-00004,20220621,,,,,,65.28,151930,서울특별시 관악구 신림동 1640-29 제일빌딩,"서울특별시 관악구 남부순환로176길 9, 제일빌딩 2층 (신림동)",8776,깐부,룸살롱,193611.4408,442378.0401
3000000,3000000-102-2010-00003,20100115,,,,,,,110835,서울특별시 종로구 종로5가 94번지 지상1층 ,"서울특별시 종로구 종로 211 (종로5가,지상1층)",3129,해남촌,룸살롱,200031.0927,452102.0691
3210000,3210000-102-2004-00002,2004-07-19,,,,,02  521 1094,274.15,137-876,서울특별시 서초구 서초동 1588-1 지하1층,"서울특별시 서초구 반포대로14길 54, 지하1층 (서초동)",6654,타이밍,룸살롱,201153.5436,442643.2808
3000000,3000000-102-1999-10338,19991104,,,,,,86.85,110836,서울특별시 종로구 종로5가 231-25 지상2층,"서울특별시 종로구 종로38길 6 (종로5가,지상2층)",3197,폭스노래주점,룸살롱,200365.066,452034.6679
3100000,3100000-102-2001-07700,20011115,,,,,9356869,70.7,139942,서울특별시 노원구 상계동 730-5번지 지하2호,"서울특별시 노원구 동일로 1393, 지하층 지하2호 (상계동)",1762,비전,룸살롱,205270.7199,461175.3772
3240000,3240000-102-2000-11243,20000103,,,,,02 4849990,85.75,134814,서울특별시 강동구 길동 459-4,"서울특별시 강동구 양재대로 1441, 지1층 (길동)",5355,자유인 Free Man,룸살롱,212167.3054,448056.9768
3200000,3200000-102-2011-00005,20110818,,,,,,58.98,151930,서울특별시 관악구 신림동 1639-19 지하1층,"서울특별시 관악구 남부순환로 1594-1, 지하1층 (신림동)",8776,플랙스(FLEX),룸살롱,193549.6352,442401.4036
3000000,3000000-102-2004-00007,20040429,,,,,02 7627814,67.6,110835,서울특별시 종로구 종로5가 55번지 ,서울특별시 종로구 종로 227-5 (종로5가),3126,부영,룸살롱,200187.1341,452133.172
3110000,3110000-102-2001-08169,20011031,,,,,,78.71,122924,서울특별시 은평구 응암동 599-37번지 지1층 ,"서울특별시 은평구 응암로11길 6-2, 지1층 (응암동)",3485,클라라노래바,룸살롱,192518.6654,454025.2234
3000000,3000000-102-2010-00004,20100304,,,,,,147.4,110070,서울특별시 종로구 내수동 75번지 용비어천가 지하102호 ,"서울특별시 종로구 새문안로3길 36 (내수동,용비어천가 지하102호)",3173,용비노래주점Ⅱ,기타,197567.7478,452347.9739
3180000,3180000-102-2011-00005,20110713,,,,,,98.16,150868,"서울특별시 영등포구 여의도동 11-11 한서리버파크 지상1층 104호중일부,105호","서울특별시 영등포구 여의서로 43 (여의도동,한서리버파크 지상1층 104호중일부,105호)",7239,신세계,룸살롱,193282.6543,447611.552
3150000,3150000-102-1983-00787,19830123,,,,,226051160,92.81,157881,서울특별시 강서구 화곡동 346-1 (지하 1층),"서울특별시 강서구 강서로 55, 지하 1층 (화곡동, 1동)",7773,노라조 노래바,룸살롱,186307.2853,447832.9074
3120000,3120000-102-1987-08133,1987-05-23,,,,,02 3732401,95.04,120-802,서울특별시 서대문구 남가좌동 102-19,서울특별시 서대문구 수색로2길 14 (남가좌동),3712,멀티,스텐드바,192533.0616,451909.131
3130000,3130000-102-2000-08655,2000-11-29,,,,,02 7012765,228.56,121-803,서울특별시 마포구 공덕동 256-13,"서울특별시 마포구 만리재로 15 (공덕동, 제일빌딩 지하1층 1,3,4,5호)",4214,투게더,룸살롱,195748.0644,449145.5788
3200000,3200000-102-2010-00007,20101008,,,,,02  877 9705,58.06,151890,서울특별시 관악구 신림동 1424-11 3층,"서울특별시 관악구 신림로 356 (신림동,3층)",8754,세븐노래,룸살롱,193715.7209,442661.6006
3130000,3130000-102-2021-00003,20210728,,,,,,214.58,121807,서울특별시 마포구 노고산동 57-46 신촌아이스페이스오피스텔,"서울특별시 마포구 서강로 131, 신촌아이스페이스오피스텔 지하1층 비101호 (노고산동)",4058,웰빙,룸살롱,194181.5026,450237.847
3150000,3150000-102-2007-00001,20070810,,,,,226075935,122.73,157916,서울특별시 강서구 화곡동 1105-12 스카이관광호텔 (지하 1층),"서울특별시 강서구 우장산로 128, 스카이관광호텔 지하 1층 (화곡동)",7686,테마,룸살롱,186684.35,450092.2739
3130000,3130000-102-2001-09117,20011030,,,,,,125.22,121838,서울특별시 마포구 서교동 351-27 ,"서울특별시 마포구 동교로 164 (서교동, 지1층)",4031,화수분,룸살롱,192875.9121,450384.525
3010000,3010000-102-2003-00018,20031014,,,,,02 22630608,63.8,100310,서울특별시 중구 오장동 148-18,서울특별시 중구 마른내로 121-1 (오장동),4547,로또노래주점,기타,200068.2636,451379.6005
3180000,3180000-102-2011-00009,20111026,,,,,,89.88,150033,"서울특별시 영등포구 영등포동3가 17-5 ,2층","서울특별시 영등포구 영등포로46길 10 (영등포동3가,,2층)",7302,뮤즈 노래바,기타,191758.9515,446252.7708
3200000,3200000-102-2008-00008,2008-06-12,,,,,,80.86,151-892,서울특별시 관악구 신림동 1432-73 지상4층,"서울특별시 관악구 신림로 353 (신림동,지상4층)",8760,딱따구리,룸살롱,193667.8148,442621.6799
3150000,3150000-102-2018-00003,2018-01-15,,,,,,85.52,157-210,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 8층) 802호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 802호 (마곡동)",7803,파티노래클럽,룸살롱,185554.2994,450891.3124
3240000,3240000-102-2014-00001,20140113,,,,,,62.64,134814,서울특별시 강동구 길동 446-2,"서울특별시 강동구 진황도로 90, 지1층 (길동)",5355,블랙홀,룸살롱,211963.7874,448212.0129
3150000,3150000-102-2019-00003,2019-07-22,,,,,,330.28,157-210,서울특별시 강서구 마곡동 795-6 뉴골든타워,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 지하1층 104호 (마곡동)",7803,뉴코뮤직타운 마곡점,노래클럽,185554.2994,450891.3124
3230000,3230000-102-2007-00002,20071101,,,,,,461.98,138805,서울특별시 송파구 가락동 99-2 가락훼미리오피스텔2차 지하2층,"서울특별시 송파구 송파대로28길 6, 지하2층 (가락동, 가락훼미리오피스텔2차)",5719,뉴코뮤직타운 가락점,룸살롱,210456.9321,443484.5956
3170000,3170000-102-2000-06609,20001218,,,,,02 8075756,62.29,153864,서울특별시 금천구 시흥동 999-42 지하1층,"서울특별시 금천구 시흥대로 237 (시흥동, 지하1층)",8614,골든,룸살롱,191090.1566,439210.5043
3150000,3150000-102-2020-00001,2020-06-17,,,,,,165.43,157-210,서울특별시 강서구 마곡동 795-6 뉴골든타워,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 지상5층 504호 (마곡동)",7803,마블 가라오케,룸살롱,185554.2994,450891.3124
3090000,3090000-102-2007-00002,20070704,,,,,232973535,81.31,132898,서울특별시 도봉구 창동 3-4,"서울특별시 도봉구 마들로11길 71, 지하1층 (창동)",1414,엠비씨(M. B. C),룸살롱,204285.3312,461213.5751
3080000,3080000-102-2022-00002,20220708,,,,,,57.13,142878,서울특별시 강북구 수유동 229-37,"서울특별시 강북구 도봉로87길 3-8, 1층 (수유동)",1073,솜사탕,기타,202128.4725,459521.0232
3190000,3190000-102-1999-07453,19991113,,,,,02593 0607,206.55,156816,서울특별시 동작구 사당동 147-102,서울특별시 동작구 사당로 307 (사당동),7008,준코뮤직타운이수역점,룸살롱,198304.5779,442595.6151
3220000,3220000-102-2005-00004,20050618,,,,,,533.16,135876,"서울특별시 강남구 삼성동 142-29 지상 4,5,6층","서울특별시 강남구 선릉로92길 38 (삼성동,지상 4,5,6층)",6160,"파티앤하이킥 4,5,6",룸살롱,204512.9899,444870.8103
3040000,3040000-102-1980-06847,19800516,,,,,02 4468227,133.89,143826,서울특별시 광진구 구의동 252-44,서울특별시 광진구 자양로 112 (구의동),5043,뮤즈노래바,룸살롱,207324.9536,448395.0675
3140000,3140000-102-1979-05662,19790928,,,,,226514208,75.78,158812,서울특별시 양천구 목동 651-9 지하 1층,"서울특별시 양천구 등촌로 182, 지하 1층 (목동)",7951,타임노래뱅크,룸살롱,187809.044,449287.3564
3220000,3220000-102-2005-00006,20050618,,,,,,355.44,135876,서울특별시 강남구 삼성동 142-29 7~8층,"서울특별시 강남구 선릉로92길 38 (삼성동,7~8층)",6160,"파티앤하이킥 7,8",룸살롱,204512.9899,444870.8103
3170000,3170000-102-2000-06393,20000622,,,,,02863 0682,99.32,153801,서울특별시 금천구 가산동 141-8 지하1층,"서울특별시 금천구 가산로 148, 지하1층 (가산동)",8527,벤틀리,룸살롱,190278.7656,441825.8848
3200000,3200000-102-2006-00004,20060830,,,,,,271.46,151890,서울특별시 관악구 신림동 1422-17,서울특별시 관악구 남부순환로 1627 (신림동),8754,초콜렛바,스텐드바,193859.5375,442511.0261
3140000,3140000-102-1978-05660,19780530,,,,,226514028,89.17,158861,서울특별시 양천구 신정동 1030-1 지하 1층,"서울특별시 양천구 신월로 292, 지하 1층 (신정동)",8082,터널,룸살롱,186968.1804,446537.1142
3200000,3200000-102-2022-00005,2022-12-02,,,,,,93.82,151-892,서울특별시 관악구 신림동 1431-2,"서울특별시 관악구 신림로 371, 지하1층 (신림동)",8760,상한가 노래빠,룸살롱,193615.5526,442794.005
3170000,3170000-102-2010-00001,2010-03-16,,,,,02  803 6547,146.91,153-858,서울특별시 금천구 시흥동 889-7 지상 2층,"서울특별시 금천구 시흥대로52길 43 (시흥동,지상 2층)",8628,궁노래,룸살롱,191245.6152,439015.04
3170000,3170000-102-2000-06398,20000626,,,,,02 8060612,87.5,153830,서울특별시 금천구 독산동 1031-25,"서울특별시 금천구 시흥대로 354, 지하1층 (독산동)",8616,호박노래바,룸살롱,190907.6888,440324.1317
3170000,3170000-102-2017-00001,20170510,,,,,02 8047788,61.3,153858,서울특별시 금천구 시흥동 883-18번지 지하1층 ,"서울특별시 금천구 시흥대로 222, 지하1층 (시흥동)",8628,맨체스터,기타,191195.6596,439065.1694
3220000,3220000-102-2007-00001,20070627,,,,,234423958,433.42,135895,서울특별시 강남구 신사동 630-19 지하1층,"서울특별시 강남구 도산대로 307 (신사동,지하1층)",6021,투게더(TOGETHER),룸살롱,203013.751,446679.1602
3090000,3090000-102-1999-04862,19991112,,,,,02 9049920,112.5,132898,서울특별시 도봉구 창동 13,"서울특별시 도봉구 마들로11길 65, 지하2층 (창동, 유진빌딩)",1414,스타일,룸살롱,204317.2649,461224.0141
3090000,3090000-102-2010-00001,20100819,,,,,02  991 9911,236.34,132898,"서울특별시 도봉구 창동 12-1 2층 201,202,203,204호","서울특별시 도봉구 노해로69길 21-11, 2층 201,202,203,204호 (창동)",1414,챔프노래타운,룸살롱,204348.91,461195.825
3110000,3110000-102-2010-00003,20101110,,,,,02  374 5788,92.35,122924,서울특별시 은평구 응암동 590-2,서울특별시 은평구 가좌로 229 (응암동),3484,샤방샤방메들리,기타,192580.069,454214.6156
3180000,3180000-102-2022-00005,20221215,,,,,,70.51,150033,서울특별시 영등포구 영등포동3가 15-3,"서울특별시 영등포구 영중로10길 28-1, 3층 (영등포동3가)",7304,FLEX 노래바,룸살롱,191834.1577,446271.7549
3080000,3080000-102-2001-08811,20011212,,,,,02  903 2028,92.36,142878,서울특별시 강북구 수유동 191-66,서울특별시 강북구 한천로139길 33 (수유동),1074,에쿠스,룸살롱,202178.4509,459608.225
3170000,3170000-102-2003-00002,20030507,,,,,02 8063424,69.02,153839,서울특별시 금천구 시흥동 121-9번지 지하1층 ,"서울특별시 금천구 시흥대로63길 3, 지하1층 (시흥동)",8615,에쿠스 노래광장,룸살롱,191026.4742,439182.8707
3170000,3170000-102-2000-06232,20000211,,,,,02 8614409,98.02,153801,서울특별시 금천구 가산동 140-29 지하1층,"서울특별시 금천구 디지털로 206, 지하1층 (가산동)",8515,빨대,룸살롱,190142.6773,441837.5914
3170000,3170000-102-1999-05999,19990825,,,,,02 8913758,90.92,153858,서울특별시 금천구 시흥동 889-19 지하1층 (시흥대로 479),"서울특별시 금천구 시흥대로 208 (시흥동,지하1층 (시흥대로 479))",8628,카니발,룸살롱,191241.4617,438929.3177
3220000,3220000-102-2002-00016,2002-05-06,,,,,02 5619530,244.38,135-877,서울특별시 강남구 삼성동 143 지하1층,"서울특별시 강남구 테헤란로69길 16, 지하1층 (삼성동)",6159,라이언,룸살롱,204581.0986,444970.5178
3170000,3170000-102-1999-05827,19990521,,,,,02 8081636,35.17,153030,"서울특별시 금천구 시흥동 999-48 ,49 지하1층","서울특별시 금천구 금하로 619, 지하1층 (시흥동)",8614,동경,룸살롱,191077.5693,439178.1255
3170000,3170000-102-2000-06395,20000622,,,,,02 8610230,93.59,153801,서울특별시 금천구 가산동 140-8 지하1층,"서울특별시 금천구 가산로 149 (가산동,지하1층)",8515,슈퍼맨,룸살롱,190230.7609,441819.4808
3170000,3170000-102-2000-06368,20000605,,,,,02  867 5132,42.48,153801,서울특별시 금천구 가산동 141-8 지상1층,"서울특별시 금천구 가산로 148 (가산동, 지상1층)",8527,가야,룸살롱,190278.7656,441825.8848
3220000,3220000-102-2001-23585,20010604,,,,,2,229.92,135867,서울특별시 강남구 삼성동 37-15,서울특별시 강남구 봉은사로 411 (삼성동),6097,더에비뉴,룸살롱,203907.405,445414.65
